iso_code,continent,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,gdp_per_capita
COL,South America,Colombia,2021-04-28,55512.302,388.048,1429.263,9.63,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-28,21405.697,132.233,1046.871,4.591,17643060,66.939,10581.936
PER,South America,Peru,2021-04-28,54086.72,459.574,5018.979,31.906,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-29,25857.128,0,1106.825,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-29,55852.455,340.154,1439.187,9.925,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-29,21577.266,171.569,1051.518,4.648,17643060,66.939,10581.936
PER,South America,Peru,2021-04-29,54086.72,0,5041.756,22.777,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-30,26019.982,162.854,1109.481,2.656,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-30,56202.082,349.626,1448.817,9.63,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-30,21643.751,66.485,1055.996,4.478,17643060,66.939,10581.936
PER,South America,Peru,2021-04-30,54575.197,488.477,5055.859,14.103,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-01,26259.422,239.441,1114.449,4.969,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-01,56556.268,354.186,1454.163,5.346,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-01,21798.316,154.565,1061.267,5.271,17643060,66.939,10581.936
PER,South America,Peru,2021-05-01,54575.197,0,5076.998,21.139,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-02,26259.422,0,1114.449,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-02,56868.927,312.659,1463.695,9.532,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-02,21951.918,153.601,1062.174,0.907,17643060,66.939,10581.936
PER,South America,Peru,2021-05-02,54925.587,350.39,5098.896,21.897,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-03,26469.908,210.485,1116.677,2.227,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-03,57096.882,227.955,1477.196,13.502,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-03,21994.257,42.34,1063.591,1.417,17643060,66.939,10581.936
PER,South America,Peru,2021-05-03,55020.486,94.899,5127.799,28.903,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-04,26469.908,0,1116.677,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-04,57382.852,285.97,1486.295,9.099,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-04,22175.405,181.148,1069.146,5.555,17643060,66.939,10581.936
PER,South America,Peru,2021-05-04,55158.847,138.36,5141.781,13.982,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-05,26605.948,136.04,1120.703,4.026,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-05,57673.834,290.982,1493.921,7.625,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-05,22277.768,102.363,1071.64,2.494,17643060,66.939,10581.936
PER,South America,Peru,2021-05-05,55158.847,0,5161.98,20.199,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-06,26915.893,309.945,1126.614,5.911,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-06,57997.911,324.078,1501.762,7.842,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-06,22406.941,129.173,1077.931,6.291,17643060,66.939,10581.936
PER,South America,Peru,2021-05-06,55333.784,174.937,5183.362,21.382,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-07,26915.893,0,1126.614,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-07,58342.33,344.418,1510.665,8.903,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-07,22495.417,88.477,1080.368,2.437,17643060,66.939,10581.936
PER,South America,Peru,2021-05-07,55333.784,0,5203.318,19.956,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-08,27203.479,287.586,1131.24,4.626,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-08,58674.662,332.332,1520.334,9.669,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-08,22610.647,115.229,1084.676,4.308,17643060,66.939,10581.936
PER,South America,Peru,2021-05-08,55958.529,624.745,5232.494,29.176,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-09,27203.479,0,1131.24,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-09,59013.125,338.464,1530.063,9.728,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-09,22688.581,77.934,1089.494,4.818,17643060,66.939,10581.936
PER,South America,Peru,2021-05-09,56117.27,158.741,5250.025,17.53,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-10,27294.544,91.065,1133.211,1.97,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-10,59259.632,246.507,1539.653,9.591,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-10,22788.564,99.983,1090.627,1.134,17643060,66.939,10581.936
PER,South America,Peru,2021-05-10,56117.27,0,5260.427,10.403,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-11,27431.526,136.982,1135.781,2.57,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-11,59582.432,322.8,1548.084,8.431,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-11,22818.887,30.324,1093.121,2.494,17643060,66.939,10581.936
PER,South America,Peru,2021-05-11,56210.684,93.413,5287.177,26.75,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-12,27634.473,202.946,1140.064,4.283,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-12,59916.395,333.963,1557.714,9.63,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-12,22934.344,115.456,1096.692,3.571,17643060,66.939,10581.936
PER,South America,Peru,2021-05-12,56582.789,372.105,5303.161,15.983,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-13,27830.651,196.179,1143.234,3.17,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-13,60292.946,376.551,1567.521,9.807,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-13,22999.582,65.238,1101.963,5.271,17643060,66.939,10581.936
PER,South America,Peru,2021-05-13,56582.789,0,5321.024,17.864,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-14,28032.484,201.833,1148.716,5.483,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-14,60618.812,325.866,1577.151,9.63,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-14,23068.674,69.092,1106.044,4.081,17643060,66.939,10581.936
PER,South America,Peru,2021-05-14,56989.499,406.711,5340.738,19.714,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-15,28247.424,214.94,1152.314,3.598,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-15,60989.723,370.911,1587.567,10.416,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-15,23211.393,142.719,1116.133,10.089,17643060,66.939,10581.936
PER,South America,Peru,2021-05-15,56989.499,0,5357.055,16.317,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-16,28490.206,242.782,1157.969,5.654,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-16,61286.345,296.622,1597.787,10.22,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-16,23245.911,34.518,1116.53,0.397,17643060,66.939,10581.936
PER,South America,Peru,2021-05-16,57292.88,303.38,5374.161,17.106,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-17,28683.558,193.352,1162.166,4.198,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-17,61541.52,255.174,1607.79,10.003,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-17,23287.91,42,1121.461,4.931,17643060,66.939,10581.936
PER,South America,Peru,2021-05-17,57292.88,0,5390.993,16.833,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-18,28683.558,0,1162.166,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-18,61799.701,258.181,1617.263,9.473,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-18,23321.691,33.781,1126.619,5.158,17643060,66.939,10581.936
PER,South America,Peru,2021-05-18,57422.748,129.868,5396.847,5.853,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-19,28907.75,224.192,1168.077,5.911,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-19,62125.527,325.827,1626.146,8.883,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-19,23403.367,81.675,1132.4,5.781,17643060,66.939,10581.936
PER,South America,Peru,2021-05-19,57734.559,311.811,5420.261,23.414,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-20,29144.706,236.956,1173.046,4.969,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-20,62441.665,316.138,1635.776,9.63,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-20,23536.45,133.083,1134.837,2.437,17643060,66.939,10581.936
PER,South America,Peru,2021-05-20,57734.559,0,5428.389,8.128,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-21,29389.544,244.838,1180.499,7.453,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-21,62733.276,291.611,1645.327,9.551,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-21,23613.874,77.424,1139.655,4.818,17643060,66.939,10581.936
PER,South America,Peru,2021-05-21,57939.128,204.568,5441.825,13.436,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-22,29646.975,257.431,1187.095,6.596,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-22,63101.514,368.238,1655.331,10.003,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-22,23682.967,69.092,1143.793,4.138,17643060,66.939,10581.936
PER,South America,Peru,2021-05-22,58257.308,318.181,5464.025,22.201,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-23,29953.922,306.947,1196.348,9.252,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-23,63527.374,425.86,1665.079,9.748,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-23,23740.27,57.303,1144.529,0.737,17643060,66.939,10581.936
PER,South America,Peru,2021-05-23,58391.908,134.6,5477.552,13.527,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-24,29953.922,0,1196.348,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-24,63861.023,333.649,1674.571,9.492,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-24,23759.937,19.668,1145.493,0.964,17643060,66.939,10581.936
PER,South America,Peru,2021-05-24,58391.908,0,5484.012,6.46,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-25,30441.884,487.962,1209.969,13.621,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-25,64277.292,416.27,1683.592,9.021,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-25,23814.86,54.922,1146.456,0.964,17643060,66.939,10581.936
PER,South America,Peru,2021-05-25,58603.179,211.271,5509.579,25.567,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-26,30717.134,275.25,1218.707,8.738,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-26,64738.882,461.589,1693.693,10.102,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-26,23875.167,60.307,1151.274,4.818,17643060,66.939,10581.936
PER,South America,Peru,2021-05-26,58754.52,151.341,5514.887,5.308,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-27,30975.679,258.545,1226.074,7.367,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-27,65232.014,493.132,1703.775,10.082,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-27,23937.401,62.234,1153.825,2.551,17643060,66.939,10581.936
PER,South America,Peru,2021-05-27,58900.372,145.852,5528.959,14.073,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-28,31231.825,256.146,1231.643,5.568,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-28,65691.383,459.369,1713.877,10.102,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-28,23984.785,47.384,1156.715,2.891,17643060,66.939,10581.936
PER,South America,Peru,2021-05-28,58900.372,0,5536.724,7.764,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-29,31415.496,183.671,1236.611,4.969,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-29,66094.151,402.768,1724.49,10.613,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-29,24074.112,89.327,1161.08,4.364,17643060,66.939,10581.936
PER,South America,Peru,2021-05-29,59067.211,166.839,5549.644,12.92,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-30,31566.271,150.775,1239.695,3.084,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-30,66491.494,397.344,1735.004,10.514,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-30,24136.459,62.347,1164.481,3.401,17643060,66.939,10581.936
PER,South America,Peru,2021-05-30,59067.211,0,5562.048,12.405,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-05-31,31806.569,240.298,1244.236,4.54,11673029,10.202,6885.829
COL,South America,Colombia,2021-05-31,66946.991,455.497,1744.673,9.669,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-05-31,24147.569,11.109,1166.011,1.53,17643060,66.939,10581.936
PER,South America,Peru,2021-05-31,59307.234,240.023,5573.937,11.889,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-06-01,32101.18,294.611,1254.088,9.852,11673029,10.202,6885.829
COL,South America,Colombia,2021-06-01,67457.301,510.309,1754.952,10.279,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-06-01,24241.26,93.691,1168.732,2.721,17643060,66.939,10581.936
PER,South America,Peru,2021-06-01,59307.234,0,5581.156,7.218,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-06-02,32384.739,283.56,1262.055,7.967,11673029,10.202,6885.829
COL,South America,Colombia,2021-06-02,67987.931,530.63,1764.994,10.043,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-06-02,24307.858,66.598,1172.189,3.457,17643060,66.939,10581.936
PER,South America,Peru,2021-06-02,59609.401,302.167,5609.088,,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-06-03,32592.826,208.087,1270.621,8.567,11673029,10.202,6885.829
COL,South America,Colombia,2021-06-03,68550.478,562.547,1775.705,10.711,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-06-03,24361.817,53.959,1173.606,1.417,17643060,66.939,10581.936
PER,South America,Peru,2021-06-03,59609.401,0,5609.088,0,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-06-04,32849.828,257.003,1276.447,5.825,11673029,10.202,6885.829
COL,South America,Colombia,2021-06-04,69140.067,589.589,1786.259,10.554,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-06-04,24414.076,52.259,1176.383,2.777,17643060,66.939,10581.936
PER,South America,Peru,2021-06-04,59934.952,325.55,5635.505,26.416,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-06-05,33044.893,195.065,1283.386,6.939,11673029,10.202,6885.829
COL,South America,Colombia,2021-06-05,69709.433,569.366,1796.714,10.455,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-06-05,24453.184,39.109,1177.403,1.02,17643060,66.939,10581.936
PER,South America,Peru,2021-06-05,60063.091,128.14,5643.39,7.886,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-06-06,33167.227,122.333,1287.07,3.684,11673029,10.202,6885.829
COL,South America,Colombia,2021-06-06,70182.087,472.654,1807.307,10.593,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-06-06,24505.556,52.372,1179.444,2.04,17643060,66.939,10581.936
PER,South America,Peru,2021-06-06,60063.091,0,5643.39,0,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-06-07,33167.227,0,1287.07,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-06-07,70613.45,431.363,1817.821,10.514,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-06-07,24527.435,21.878,1179.727,0.283,17643060,66.939,10581.936
PER,South America,Peru,2021-06-07,60159.507,96.416,5656.674,13.284,32971846,25.129,12236.706
