continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,hosp_patients,population,gdp_per_capita,extreme_poverty
South America,Bolivia,2021-01-25,202818,1781,10051,66,1.08,,11673029,6885.829,7.1
South America,Bolivia,2021-01-26,205208,2390,10105,54,1.07,,11673029,6885.829,7.1
South America,Bolivia,2021-01-27,208074,2866,10167,62,1.05,,11673029,6885.829,7.1
South America,Bolivia,2021-01-28,210726,2652,10226,59,1.04,,11673029,6885.829,7.1
South America,Bolivia,2021-01-29,213392,2666,10279,53,1.02,,11673029,6885.829,7.1
South America,Bolivia,2021-01-30,215397,2005,10330,51,1,,11673029,6885.829,7.1
South America,Bolivia,2021-01-31,216835,1438,10379,49,0.98,,11673029,6885.829,7.1
South America,Bolivia,2021-02-01,218299,1464,10439,60,0.96,,11673029,6885.829,7.1
South America,Bolivia,2021-02-02,220426,2127,10513,74,0.94,,11673029,6885.829,7.1
South America,Bolivia,2021-02-03,222447,2021,10571,58,0.92,,11673029,6885.829,7.1
South America,Bolivia,2021-02-04,224234,1787,10633,62,0.91,,11673029,6885.829,7.1
South America,Bolivia,2021-02-05,225910,1676,10687,54,0.89,,11673029,6885.829,7.1
South America,Bolivia,2021-02-06,227128,1218,10753,66,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-02-07,227967,839,10796,43,0.87,,11673029,6885.829,7.1
South America,Bolivia,2021-02-08,229187,1220,10864,68,0.86,,11673029,6885.829,7.1
South America,Bolivia,2021-02-09,230731,1544,10929,65,0.85,,11673029,6885.829,7.1
South America,Bolivia,2021-02-10,232502,1771,10996,67,0.84,,11673029,6885.829,7.1
South America,Bolivia,2021-02-11,233854,1352,11044,48,0.83,,11673029,6885.829,7.1
South America,Bolivia,2021-02-12,235098,1244,11107,63,0.83,,11673029,6885.829,7.1
South America,Bolivia,2021-02-13,236036,938,11155,48,0.82,,11673029,6885.829,7.1
South America,Bolivia,2021-02-14,236732,696,11202,47,0.82,,11673029,6885.829,7.1
South America,Bolivia,2021-02-15,237144,412,11234,32,0.82,,11673029,6885.829,7.1
South America,Bolivia,2021-02-16,237706,562,11274,40,0.82,,11673029,6885.829,7.1
South America,Bolivia,2021-02-17,238495,789,11303,29,0.82,,11673029,6885.829,7.1
South America,Bolivia,2021-02-18,239524,1029,11353,50,0.83,,11673029,6885.829,7.1
South America,Bolivia,2021-02-19,240676,1152,11390,37,0.85,,11673029,6885.829,7.1
South America,Bolivia,2021-02-20,241771,1095,11417,27,0.86,,11673029,6885.829,7.1
South America,Bolivia,2021-02-21,242292,521,11441,24,0.87,,11673029,6885.829,7.1
South America,Bolivia,2021-02-22,243176,884,11470,29,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-02-23,244380,1204,11508,38,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-02-24,245719,1339,11547,39,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-02-25,246822,1103,11577,30,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-02-26,247891,1069,11609,32,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-02-27,248547,656,11628,19,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-02-28,249010,463,11649,21,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-03-01,249767,757,11666,17,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-03-02,250557,790,11703,37,0.88,,11673029,6885.829,7.1
South America,Bolivia,2021-03-03,251391,834,11734,31,0.89,,11673029,6885.829,7.1
South America,Bolivia,2021-03-04,252360,969,11761,27,0.89,,11673029,6885.829,7.1
South America,Bolivia,2021-03-05,253297,937,11789,28,0.9,,11673029,6885.829,7.1
South America,Bolivia,2021-03-06,253950,653,11807,18,0.9,,11673029,6885.829,7.1
South America,Bolivia,2021-03-07,254273,323,11823,16,0.91,,11673029,6885.829,7.1
South America,Bolivia,2021-03-08,254736,463,11845,22,0.91,,11673029,6885.829,7.1
South America,Bolivia,2021-03-09,255621,885,11858,13,0.92,,11673029,6885.829,7.1
South America,Bolivia,2021-03-10,256462,841,11884,26,0.93,,11673029,6885.829,7.1
South America,Bolivia,2021-03-11,257240,778,11903,19,0.94,,11673029,6885.829,7.1
South America,Bolivia,2021-03-12,258324,1084,11930,27,0.95,,11673029,6885.829,7.1
South America,Bolivia,2021-03-13,259004,680,11944,14,0.96,,11673029,6885.829,7.1
South America,Bolivia,2021-03-14,259389,385,11958,14,0.96,,11673029,6885.829,7.1
South America,Bolivia,2021-03-15,260059,670,11974,16,0.97,,11673029,6885.829,7.1
South America,Bolivia,2021-03-16,260988,929,11997,23,0.97,,11673029,6885.829,7.1
South America,Bolivia,2021-03-17,262056,1068,12015,18,0.98,,11673029,6885.829,7.1
South America,Bolivia,2021-03-18,262941,885,12028,13,0.98,,11673029,6885.829,7.1
South America,Bolivia,2021-03-19,263808,867,12041,13,0.98,,11673029,6885.829,7.1
South America,Bolivia,2021-03-20,264411,603,12051,10,0.98,,11673029,6885.829,7.1
South America,Bolivia,2021-03-21,264634,223,12060,9,0.98,,11673029,6885.829,7.1
South America,Bolivia,2021-03-22,265207,573,12074,14,0.99,,11673029,6885.829,7.1
South America,Bolivia,2021-03-23,266086,879,12093,19,1,,11673029,6885.829,7.1
South America,Bolivia,2021-03-24,267059,973,12107,14,1,,11673029,6885.829,7.1
South America,Bolivia,2021-03-25,267833,774,12131,24,1.01,,11673029,6885.829,7.1
South America,Bolivia,2021-03-26,268711,878,12143,12,1.02,,11673029,6885.829,7.1
South America,Bolivia,2021-03-27,269302,591,12165,22,1.02,,11673029,6885.829,7.1
South America,Bolivia,2021-03-28,269628,326,12186,21,1.03,,11673029,6885.829,7.1
South America,Bolivia,2021-03-29,270347,719,12211,25,1.04,,11673029,6885.829,7.1
South America,Bolivia,2021-03-30,271419,1072,12239,28,1.05,,11673029,6885.829,7.1
South America,Bolivia,2021-03-31,272411,992,12257,18,1.05,,11673029,6885.829,7.1
South America,Bolivia,2021-04-01,273327,916,12280,23,1.06,,11673029,6885.829,7.1
South America,Bolivia,2021-04-02,273947,620,12305,25,1.06,,11673029,6885.829,7.1
South America,Bolivia,2021-04-03,274467,520,12316,11,1.07,,11673029,6885.829,7.1
South America,Bolivia,2021-04-04,274934,467,12324,8,1.08,,11673029,6885.829,7.1
South America,Bolivia,2021-04-05,275392,458,12344,20,1.1,,11673029,6885.829,7.1
South America,Bolivia,2021-04-06,276890,1498,12366,22,1.12,,11673029,6885.829,7.1
South America,Bolivia,2021-04-07,277966,1076,12385,19,1.12,,11673029,6885.829,7.1
South America,Bolivia,2021-04-08,279207,1241,12412,27,1.13,,11673029,6885.829,7.1
South America,Bolivia,2021-04-09,280649,1442,12428,16,1.13,,11673029,6885.829,7.1
South America,Bolivia,2021-04-10,281570,921,12442,14,1.13,,11673029,6885.829,7.1
South America,Bolivia,2021-04-11,282095,525,12451,9,1.12,,11673029,6885.829,7.1
South America,Bolivia,2021-04-12,283084,989,12469,18,1.12,,11673029,6885.829,7.1
South America,Bolivia,2021-04-13,284183,1099,12496,27,1.12,,11673029,6885.829,7.1
South America,Bolivia,2021-04-14,285291,1108,12519,23,1.12,,11673029,6885.829,7.1
South America,Bolivia,2021-04-15,286114,823,12603,84,1.12,,11673029,6885.829,7.1
South America,Bolivia,2021-04-16,287360,1246,12625,22,1.12,,11673029,6885.829,7.1
South America,Bolivia,2021-04-17,287360,0,12625,0,1.13,,11673029,6885.829,7.1
South America,Bolivia,2021-04-18,289066,1706,12648,23,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-19,290362,1296,12666,18,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-20,291675,1313,12695,29,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-21,293061,1386,12731,36,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-22,294391,1330,12758,27,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-23,295892,1501,12783,25,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-24,297185,1293,12812,29,1.14,,11673029,6885.829,7.1
South America,Bolivia,2021-04-25,297659,474,12824,12,1.14,,11673029,6885.829,7.1
South America,Bolivia,2021-04-26,298778,1119,12861,37,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-27,300258,1480,12885,24,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-28,301831,1573,12920,35,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-04-29,301831,0,12920,0,1.16,,11673029,6885.829,7.1
South America,Bolivia,2021-04-30,303732,1901,12951,31,1.18,,11673029,6885.829,7.1
South America,Bolivia,2021-05-01,306527,2795,13009,58,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-02,306527,0,13009,0,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-03,308984,2457,13035,26,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-04,308984,0,13035,0,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-05,310572,1588,13082,47,1.2,,11673029,6885.829,7.1
South America,Bolivia,2021-05-06,314190,3618,13151,69,1.21,,11673029,6885.829,7.1
South America,Bolivia,2021-05-07,314190,0,13151,0,1.2,,11673029,6885.829,7.1
South America,Bolivia,2021-05-08,317547,3357,13205,54,1.2,,11673029,6885.829,7.1
South America,Bolivia,2021-05-09,317547,0,13205,0,1.2,,11673029,6885.829,7.1
South America,Bolivia,2021-05-10,318610,1063,13228,23,1.2,,11673029,6885.829,7.1
South America,Bolivia,2021-05-11,320209,1599,13258,30,1.21,,11673029,6885.829,7.1
South America,Bolivia,2021-05-12,322578,2369,13308,50,1.21,,11673029,6885.829,7.1
South America,Bolivia,2021-05-13,324868,2290,13345,37,1.22,,11673029,6885.829,7.1
South America,Bolivia,2021-05-14,327224,2356,13409,64,1.22,,11673029,6885.829,7.1
South America,Bolivia,2021-05-15,329733,2509,13451,42,1.22,,11673029,6885.829,7.1
South America,Bolivia,2021-05-16,332567,2834,13517,66,1.21,,11673029,6885.829,7.1
South America,Bolivia,2021-05-17,334824,2257,13566,49,1.2,,11673029,6885.829,7.1
South America,Bolivia,2021-05-18,334824,0,13566,0,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-19,337441,2617,13635,69,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-20,340207,2766,13693,58,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-21,343065,2858,13780,87,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-22,346070,3005,13857,77,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-23,349653,3583,13965,108,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-05-24,349653,0,13965,0,1.17,,11673029,6885.829,7.1
South America,Bolivia,2021-05-25,355349,5696,14124,159,1.17,,11673029,6885.829,7.1
South America,Bolivia,2021-05-26,358562,3213,14226,102,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-05-27,361580,3018,14312,86,1.13,,11673029,6885.829,7.1
South America,Bolivia,2021-05-28,364570,2990,14377,65,1.11,,11673029,6885.829,7.1
South America,Bolivia,2021-05-29,366714,2144,14435,58,1.09,,11673029,6885.829,7.1
South America,Bolivia,2021-05-30,368474,1760,14471,36,1.08,,11673029,6885.829,7.1
South America,Bolivia,2021-05-31,371279,2805,14524,53,1.07,,11673029,6885.829,7.1
South America,Bolivia,2021-06-01,374718,3439,14639,115,1.06,,11673029,6885.829,7.1
South America,Bolivia,2021-06-02,378028,3310,14732,93,1.04,,11673029,6885.829,7.1
South America,Bolivia,2021-06-03,380457,2429,14832,100,1.02,,11673029,6885.829,7.1
South America,Bolivia,2021-06-04,383457,3000,14900,68,1.01,,11673029,6885.829,7.1
South America,Bolivia,2021-06-05,385734,2277,14981,81,1,,11673029,6885.829,7.1
South America,Bolivia,2021-06-06,387162,1428,15024,43,0.99,,11673029,6885.829,7.1
South America,Bolivia,2021-06-07,387162,0,15024,0,0.98,,11673029,6885.829,7.1
South America,Bolivia,2021-06-08,392975,5813,15177,153,,,11673029,6885.829,7.1
South America,Colombia,2020-03-06,1,1,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-07,1,0,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-08,1,0,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-09,1,0,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-10,3,2,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-11,9,6,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-12,9,0,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-13,13,4,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-14,22,9,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-15,34,12,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-16,57,23,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-17,75,18,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-18,102,27,,,,,50882884,13254.949,4.5
South America,Colombia,2020-03-19,108,6,,,2.19,,50882884,13254.949,4.5
South America,Colombia,2020-03-20,158,50,,,2.22,,50882884,13254.949,4.5
South America,Colombia,2020-03-21,196,38,,,2.19,,50882884,13254.949,4.5
South America,Colombia,2020-03-22,231,35,2,2,2.15,,50882884,13254.949,4.5
South America,Colombia,2020-03-23,277,46,3,1,2.12,,50882884,13254.949,4.5
South America,Colombia,2020-03-24,378,101,3,0,2.08,,50882884,13254.949,4.5
South America,Colombia,2020-03-25,470,92,4,1,1.97,,50882884,13254.949,4.5
South America,Colombia,2020-03-26,491,21,6,2,1.85,,50882884,13254.949,4.5
South America,Colombia,2020-03-27,539,48,6,0,1.77,,50882884,13254.949,4.5
South America,Colombia,2020-03-28,608,69,6,0,1.77,,50882884,13254.949,4.5
South America,Colombia,2020-03-29,702,94,10,4,1.79,,50882884,13254.949,4.5
South America,Colombia,2020-03-30,798,96,12,2,1.75,,50882884,13254.949,4.5
South America,Colombia,2020-03-31,906,108,16,4,1.7,,50882884,13254.949,4.5
South America,Colombia,2020-04-01,1065,159,17,1,1.67,,50882884,13254.949,4.5
South America,Colombia,2020-04-02,1161,96,19,2,1.63,,50882884,13254.949,4.5
South America,Colombia,2020-04-03,1267,106,25,6,1.57,,50882884,13254.949,4.5
South America,Colombia,2020-04-04,1406,139,32,7,1.54,,50882884,13254.949,4.5
South America,Colombia,2020-04-05,1485,79,35,3,1.51,,50882884,13254.949,4.5
South America,Colombia,2020-04-06,1579,94,46,11,1.52,,50882884,13254.949,4.5
South America,Colombia,2020-04-07,1780,201,50,4,1.54,,50882884,13254.949,4.5
South America,Colombia,2020-04-08,2054,274,54,4,1.54,,50882884,13254.949,4.5
South America,Colombia,2020-04-09,2223,169,69,15,1.48,,50882884,13254.949,4.5
South America,Colombia,2020-04-10,2473,250,80,11,1.41,,50882884,13254.949,4.5
South America,Colombia,2020-04-11,2709,236,100,20,1.31,,50882884,13254.949,4.5
South America,Colombia,2020-04-12,2776,67,109,9,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-04-13,2852,76,112,3,1.13,,50882884,13254.949,4.5
South America,Colombia,2020-04-14,2979,127,127,15,1.09,,50882884,13254.949,4.5
South America,Colombia,2020-04-15,3105,126,131,4,1.1,,50882884,13254.949,4.5
South America,Colombia,2020-04-16,3233,128,144,13,1.14,,50882884,13254.949,4.5
South America,Colombia,2020-04-17,3439,206,153,9,1.18,,50882884,13254.949,4.5
South America,Colombia,2020-04-18,3621,182,166,13,1.21,,50882884,13254.949,4.5
South America,Colombia,2020-04-19,3792,171,179,13,1.23,,50882884,13254.949,4.5
South America,Colombia,2020-04-20,3977,185,189,10,1.24,,50882884,13254.949,4.5
South America,Colombia,2020-04-21,4149,172,196,7,1.24,,50882884,13254.949,4.5
South America,Colombia,2020-04-22,4356,207,206,10,1.27,,50882884,13254.949,4.5
South America,Colombia,2020-04-23,4561,205,215,9,1.3,,50882884,13254.949,4.5
South America,Colombia,2020-04-24,4881,320,225,10,1.33,,50882884,13254.949,4.5
South America,Colombia,2020-04-25,5142,261,233,8,1.34,,50882884,13254.949,4.5
South America,Colombia,2020-04-26,5379,237,244,11,1.34,,50882884,13254.949,4.5
South America,Colombia,2020-04-27,5597,218,253,9,1.34,,50882884,13254.949,4.5
South America,Colombia,2020-04-28,5949,352,269,16,1.35,,50882884,13254.949,4.5
South America,Colombia,2020-04-29,6207,258,278,9,1.35,,50882884,13254.949,4.5
South America,Colombia,2020-04-30,6507,300,293,15,1.37,,50882884,13254.949,4.5
South America,Colombia,2020-05-01,7006,499,314,21,1.38,,50882884,13254.949,4.5
South America,Colombia,2020-05-02,7285,279,324,10,1.38,,50882884,13254.949,4.5
South America,Colombia,2020-05-03,7668,383,340,16,1.39,,50882884,13254.949,4.5
South America,Colombia,2020-05-04,7973,305,358,18,1.39,,50882884,13254.949,4.5
South America,Colombia,2020-05-05,8613,640,378,20,1.4,,50882884,13254.949,4.5
South America,Colombia,2020-05-06,8959,346,397,19,1.38,,50882884,13254.949,4.5
South America,Colombia,2020-05-07,9456,497,407,10,1.38,,50882884,13254.949,4.5
South America,Colombia,2020-05-08,10051,595,428,21,1.37,,50882884,13254.949,4.5
South America,Colombia,2020-05-09,10495,444,445,17,1.36,,50882884,13254.949,4.5
South America,Colombia,2020-05-10,11063,568,463,18,1.36,,50882884,13254.949,4.5
South America,Colombia,2020-05-11,11613,550,479,16,1.35,,50882884,13254.949,4.5
South America,Colombia,2020-05-12,12272,659,493,14,1.34,,50882884,13254.949,4.5
South America,Colombia,2020-05-13,12930,658,509,16,1.32,,50882884,13254.949,4.5
South America,Colombia,2020-05-14,13610,680,525,16,1.3,,50882884,13254.949,4.5
South America,Colombia,2020-05-15,14216,606,546,21,1.28,,50882884,13254.949,4.5
South America,Colombia,2020-05-16,14939,723,562,16,1.27,,50882884,13254.949,4.5
South America,Colombia,2020-05-17,15574,635,574,12,1.26,,50882884,13254.949,4.5
South America,Colombia,2020-05-18,16295,721,592,18,1.26,,50882884,13254.949,4.5
South America,Colombia,2020-05-19,16935,640,613,21,1.24,,50882884,13254.949,4.5
South America,Colombia,2020-05-20,17687,752,630,17,1.24,,50882884,13254.949,4.5
South America,Colombia,2020-05-21,18330,643,652,22,1.25,,50882884,13254.949,4.5
South America,Colombia,2020-05-22,19131,801,682,30,1.28,,50882884,13254.949,4.5
South America,Colombia,2020-05-23,20177,1046,705,23,1.31,,50882884,13254.949,4.5
South America,Colombia,2020-05-24,21175,998,727,22,1.32,,50882884,13254.949,4.5
South America,Colombia,2020-05-25,21981,806,750,23,1.32,,50882884,13254.949,4.5
South America,Colombia,2020-05-26,23003,1022,776,26,1.33,,50882884,13254.949,4.5
South America,Colombia,2020-05-27,24104,1101,803,27,1.34,,50882884,13254.949,4.5
South America,Colombia,2020-05-28,25366,1262,822,19,1.34,,50882884,13254.949,4.5
South America,Colombia,2020-05-29,26688,1322,853,31,1.34,,50882884,13254.949,4.5
South America,Colombia,2020-05-30,28236,1548,890,37,1.33,,50882884,13254.949,4.5
South America,Colombia,2020-05-31,29383,1147,939,49,1.3,,50882884,13254.949,4.5
South America,Colombia,2020-06-01,30493,1110,969,30,1.29,,50882884,13254.949,4.5
South America,Colombia,2020-06-02,31833,1340,1009,40,1.28,,50882884,13254.949,4.5
South America,Colombia,2020-06-03,33354,1521,1045,36,1.27,,50882884,13254.949,4.5
South America,Colombia,2020-06-04,35120,1766,1087,42,1.25,,50882884,13254.949,4.5
South America,Colombia,2020-06-05,36635,1515,1145,58,1.22,,50882884,13254.949,4.5
South America,Colombia,2020-06-06,38027,1392,1205,60,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-06-07,39236,1209,1259,54,1.19,,50882884,13254.949,4.5
South America,Colombia,2020-06-08,40719,1483,1308,49,1.19,,50882884,13254.949,4.5
South America,Colombia,2020-06-09,42078,1359,1372,64,1.19,,50882884,13254.949,4.5
South America,Colombia,2020-06-10,43682,1604,1433,61,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-06-11,45212,1530,1488,55,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-06-12,46858,1646,1545,57,1.23,,50882884,13254.949,4.5
South America,Colombia,2020-06-13,48746,1888,1592,47,1.27,,50882884,13254.949,4.5
South America,Colombia,2020-06-14,50939,2193,1667,75,1.3,,50882884,13254.949,4.5
South America,Colombia,2020-06-15,53063,2124,1726,59,1.32,,50882884,13254.949,4.5
South America,Colombia,2020-06-16,54931,1868,1801,75,1.32,,50882884,13254.949,4.5
South America,Colombia,2020-06-17,57046,2115,1864,63,1.33,,50882884,13254.949,4.5
South America,Colombia,2020-06-18,60217,3171,1950,86,1.34,,50882884,13254.949,4.5
South America,Colombia,2020-06-19,63276,3059,2045,95,1.33,,50882884,13254.949,4.5
South America,Colombia,2020-06-20,65633,2357,2126,81,1.32,,50882884,13254.949,4.5
South America,Colombia,2020-06-21,68652,3019,2237,111,1.31,,50882884,13254.949,4.5
South America,Colombia,2020-06-22,71183,2531,2310,73,1.3,,50882884,13254.949,4.5
South America,Colombia,2020-06-23,73572,2389,2404,94,1.3,,50882884,13254.949,4.5
South America,Colombia,2020-06-24,77113,3541,2491,87,1.3,,50882884,13254.949,4.5
South America,Colombia,2020-06-25,80599,3486,2654,163,1.29,,50882884,13254.949,4.5
South America,Colombia,2020-06-26,84442,3843,2811,157,1.28,,50882884,13254.949,4.5
South America,Colombia,2020-06-27,88591,4149,2939,128,1.27,,50882884,13254.949,4.5
South America,Colombia,2020-06-28,91769,3178,3178,239,1.24,,50882884,13254.949,4.5
South America,Colombia,2020-06-29,95043,3274,3274,96,1.22,,50882884,13254.949,4.5
South America,Colombia,2020-06-30,97846,2803,3334,60,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-07-01,102009,4163,3470,136,1.19,,50882884,13254.949,4.5
South America,Colombia,2020-07-02,106110,4101,3641,171,1.18,,50882884,13254.949,4.5
South America,Colombia,2020-07-03,109505,3395,3777,136,1.16,,50882884,13254.949,4.5
South America,Colombia,2020-07-04,113389,3884,3942,165,1.17,,50882884,13254.949,4.5
South America,Colombia,2020-07-05,117110,3721,4064,122,1.19,,50882884,13254.949,4.5
South America,Colombia,2020-07-06,120281,3171,4210,146,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-07-07,124494,4213,4359,149,1.22,,50882884,13254.949,4.5
South America,Colombia,2020-07-08,128638,4144,4527,168,1.24,,50882884,13254.949,4.5
South America,Colombia,2020-07-09,133973,5335,4714,187,1.26,,50882884,13254.949,4.5
South America,Colombia,2020-07-10,140776,6803,4925,211,1.27,,50882884,13254.949,4.5
South America,Colombia,2020-07-11,145632,4856,5119,194,1.26,,50882884,13254.949,4.5
South America,Colombia,2020-07-12,150445,4813,5307,188,1.26,,50882884,13254.949,4.5
South America,Colombia,2020-07-13,154277,3832,5455,148,1.26,,50882884,13254.949,4.5
South America,Colombia,2020-07-14,159898,5621,5625,170,1.28,,50882884,13254.949,4.5
South America,Colombia,2020-07-15,165169,5271,5814,189,1.3,,50882884,13254.949,4.5
South America,Colombia,2020-07-16,173206,8037,6029,215,1.32,,50882884,13254.949,4.5
South America,Colombia,2020-07-17,182140,8934,6288,259,1.33,,50882884,13254.949,4.5
South America,Colombia,2020-07-18,190700,8560,6516,228,1.31,,50882884,13254.949,4.5
South America,Colombia,2020-07-19,197278,6578,6736,220,1.28,,50882884,13254.949,4.5
South America,Colombia,2020-07-20,204005,6727,6929,193,1.25,,50882884,13254.949,4.5
South America,Colombia,2020-07-21,211038,7033,7166,237,1.22,,50882884,13254.949,4.5
South America,Colombia,2020-07-22,218428,7390,7373,207,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-07-23,226373,7945,7688,315,1.18,,50882884,13254.949,4.5
South America,Colombia,2020-07-24,233541,7168,7975,287,1.17,,50882884,13254.949,4.5
South America,Colombia,2020-07-25,240795,7254,8269,294,1.18,,50882884,13254.949,4.5
South America,Colombia,2020-07-26,248976,8181,8525,256,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-07-27,257101,8125,8777,252,1.21,,50882884,13254.949,4.5
South America,Colombia,2020-07-28,267385,10284,9074,297,1.22,,50882884,13254.949,4.5
South America,Colombia,2020-07-29,276055,8670,9454,380,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-07-30,286020,9965,9810,356,1.2,,50882884,13254.949,4.5
South America,Colombia,2020-07-31,295508,9488,10105,295,1.19,,50882884,13254.949,4.5
South America,Colombia,2020-08-01,306181,10673,10330,225,1.19,,50882884,13254.949,4.5
South America,Colombia,2020-08-02,317651,11470,10650,320,1.18,,50882884,13254.949,4.5
South America,Colombia,2020-08-03,327850,10199,11017,367,1.16,,50882884,13254.949,4.5
South America,Colombia,2020-08-04,334979,7129,11315,298,1.13,,50882884,13254.949,4.5
South America,Colombia,2020-08-05,345714,10735,11624,309,1.13,,50882884,13254.949,4.5
South America,Colombia,2020-08-06,357710,11996,11939,315,1.12,,50882884,13254.949,4.5
South America,Colombia,2020-08-07,367204,9494,12250,311,1.11,,50882884,13254.949,4.5
South America,Colombia,2020-08-08,376870,9666,12540,290,1.11,,50882884,13254.949,4.5
South America,Colombia,2020-08-09,387481,10611,12842,302,1.11,,50882884,13254.949,4.5
South America,Colombia,2020-08-10,397623,10142,13154,312,1.12,,50882884,13254.949,4.5
South America,Colombia,2020-08-11,410453,12830,13475,321,1.12,,50882884,13254.949,4.5
South America,Colombia,2020-08-12,422519,12066,13837,362,1.1,,50882884,13254.949,4.5
South America,Colombia,2020-08-13,433805,11286,14145,308,1.08,,50882884,13254.949,4.5
South America,Colombia,2020-08-14,445111,11306,14492,347,1.07,,50882884,13254.949,4.5
South America,Colombia,2020-08-15,456689,11578,14810,318,1.06,,50882884,13254.949,4.5
South America,Colombia,2020-08-16,468332,11643,15097,287,1.05,,50882884,13254.949,4.5
South America,Colombia,2020-08-17,476660,8328,15372,275,1.03,,50882884,13254.949,4.5
South America,Colombia,2020-08-18,489122,12462,15619,247,1.03,,50882884,13254.949,4.5
South America,Colombia,2020-08-19,502178,13056,15979,360,1.01,,50882884,13254.949,4.5
South America,Colombia,2020-08-20,513719,11541,16183,204,0.99,,50882884,13254.949,4.5
South America,Colombia,2020-08-21,522138,8419,16568,385,0.97,,50882884,13254.949,4.5
South America,Colombia,2020-08-22,533103,10965,16968,400,0.96,,50882884,13254.949,4.5
South America,Colombia,2020-08-23,541139,8036,17316,348,0.95,,50882884,13254.949,4.5
South America,Colombia,2020-08-24,551688,10549,17612,296,0.95,,50882884,13254.949,4.5
South America,Colombia,2020-08-25,562113,10425,17889,277,0.94,,50882884,13254.949,4.5
South America,Colombia,2020-08-26,572243,10130,18184,295,0.92,,50882884,13254.949,4.5
South America,Colombia,2020-08-27,581995,9752,18467,283,0.91,,50882884,13254.949,4.5
South America,Colombia,2020-08-28,590492,8497,18766,299,0.9,,50882884,13254.949,4.5
South America,Colombia,2020-08-29,599884,9392,19063,297,0.9,,50882884,13254.949,4.5
South America,Colombia,2020-08-30,607904,8020,19363,300,0.9,,50882884,13254.949,4.5
South America,Colombia,2020-08-31,615094,7190,19662,299,0.9,,50882884,13254.949,4.5
South America,Colombia,2020-09-01,624026,8932,20050,388,0.9,,50882884,13254.949,4.5
South America,Colombia,2020-09-02,633321,9295,20345,295,0.9,,50882884,13254.949,4.5
South America,Colombia,2020-09-03,641574,8253,20618,273,0.89,,50882884,13254.949,4.5
South America,Colombia,2020-09-04,650063,8489,20888,270,0.89,,50882884,13254.949,4.5
South America,Colombia,2020-09-05,658456,8393,21156,268,0.89,,50882884,13254.949,4.5
South America,Colombia,2020-09-06,666521,8065,21412,256,0.89,,50882884,13254.949,4.5
South America,Colombia,2020-09-07,671848,5327,21615,203,0.88,,50882884,13254.949,4.5
